date,product,types,price,predicted_price,discount,festivals
2022-05-06,Durian Fruit,fruit,24.24,18.91,21.98,"Labour Day,Hari Raya Aidilfitri"
2022-05-06,product6,toy,108.0,90.77,15.96,"Labour Day,Hari Raya Aidilfitri"
2022-05-07,Mango Fruit,fruit,11.95,9.13,23.56,"Labour Day,Hari Raya Aidilfitri"
2022-05-07,product4,sport,3079.07,2658.32,13.66,"Labour Day,Hari Raya Aidilfitri"
2022-05-07,Durian Fruit,fruit,24.24,18.93,21.92,"Labour Day,Hari Raya Aidilfitri"
2022-05-07,product5,"toy,watch",7.35,6.54,10.98,"Labour Day,Hari Raya Aidilfitri"
2022-05-07,product3,"phone,sport",171.13,142.8,16.56,"Labour Day,Hari Raya Aidilfitri"
2022-05-07,product6,toy,108.0,94.67,12.34,"Labour Day,Hari Raya Aidilfitri"
2022-05-07,product2,"watch,sport",461.17,407.12,11.72,"Labour Day,Hari Raya Aidilfitri"
2022-05-08,product6,toy,108.0,90.04,16.63,"Hari Raya Aidilfitri,Mother's Day"
2022-05-08,product5,"toy,watch",7.35,6.07,17.4,"Hari Raya Aidilfitri,Mother's Day"
2022-05-08,Mango Fruit,fruit,11.95,9.02,24.51,"Hari Raya Aidilfitri,Mother's Day"
2022-05-08,product4,sport,3079.07,2562.74,16.77,"Hari Raya Aidilfitri,Mother's Day"
2022-05-08,product3,"phone,sport",171.13,143.6,16.09,"Hari Raya Aidilfitri,Mother's Day"
2022-05-08,product2,"watch,sport",461.17,409.61,11.18,"Hari Raya Aidilfitri,Mother's Day"
2022-05-08,Durian Fruit,fruit,24.24,20.36,15.99,"Hari Raya Aidilfitri,Mother's Day"
2022-05-09,product6,toy,108.0,96.0,11.11,"Hari Raya Aidilfitri,Mother's Day"
2022-05-09,product2,"watch,sport",461.17,385.29,16.45,"Hari Raya Aidilfitri,Mother's Day"
2022-05-09,product3,"phone,sport",171.13,150.08,12.3,"Hari Raya Aidilfitri,Mother's Day"
2022-05-09,Durian Fruit,fruit,24.24,19.79,18.34,"Hari Raya Aidilfitri,Mother's Day"
2022-05-09,product5,"toy,watch",7.35,6.25,14.97,"Hari Raya Aidilfitri,Mother's Day"
2022-05-09,Mango Fruit,fruit,11.95,10.18,14.81,"Hari Raya Aidilfitri,Mother's Day"
2022-05-09,product4,sport,3079.07,2536.75,17.61,"Hari Raya Aidilfitri,Mother's Day"
2022-05-10,product6,toy,108.0,86.94,19.5,Mother's Day
2022-05-10,Mango Fruit,fruit,11.95,9.64,19.37,Mother's Day
2022-05-10,product5,"toy,watch",7.35,6.61,10.09,Mother's Day
2022-05-10,Durian Fruit,fruit,24.24,21.43,11.58,Mother's Day
2022-05-10,product3,"phone,sport",171.13,146.35,14.48,Mother's Day
2022-05-10,product2,"watch,sport",461.17,370.43,19.67,Mother's Day
2022-05-10,product4,sport,3079.07,2631.45,14.54,Mother's Day
2022-05-11,Durian Fruit,fruit,24.24,20.43,15.73,Mother's Day
2022-05-11,Mango Fruit,fruit,11.95,9.67,19.1,Mother's Day
2022-05-11,product5,"toy,watch",7.35,6.37,13.38,Mother's Day
2022-05-11,product4,sport,3079.07,2671.63,13.23,Mother's Day
2022-05-11,product3,"phone,sport",171.13,146.37,14.47,Mother's Day
2022-05-11,product2,"watch,sport",461.17,407.84,11.56,Mother's Day
2022-05-11,product6,toy,108.0,89.1,17.5,Mother's Day
2022-05-12,product2,"watch,sport",461.17,393.97,14.57,Mother's Day
2022-05-12,Durian Fruit,fruit,24.24,21.11,12.9,Mother's Day
2022-05-12,product3,"phone,sport",171.13,140.46,17.92,Mother's Day
2022-05-12,product4,sport,3079.07,2707.96,12.05,Mother's Day
2022-05-12,Mango Fruit,fruit,11.95,10.36,13.29,Mother's Day
2022-05-12,product5,"toy,watch",7.35,6.24,15.11,Mother's Day
2022-05-12,product6,toy,108.0,87.47,19.01,Mother's Day
2022-05-13,Mango Fruit,fruit,11.95,10.18,14.79,Mother's Day
2022-05-13,product5,"toy,watch",7.35,6.42,12.61,Mother's Day
2022-05-13,product6,toy,108.0,94.37,12.62,Mother's Day
2022-05-13,product4,sport,3079.07,2541.66,17.45,Mother's Day
2022-05-13,Durian Fruit,fruit,24.24,20.25,16.47,Mother's Day
2022-05-13,product2,"watch,sport",461.17,374.77,18.74,Mother's Day
2022-05-13,product3,"phone,sport",171.13,153.57,10.26,Mother's Day
2022-05-14,Durian Fruit,fruit,24.24,21.49,11.33,Mother's Day
2022-05-14,product2,"watch,sport",461.17,378.54,17.92,Mother's Day
2022-05-14,product4,sport,3079.07,2633.46,14.47,Mother's Day
2022-05-14,product6,toy,108.0,91.83,14.97,Mother's Day
2022-05-14,product5,"toy,watch",7.35,6.32,14.04,Mother's Day
2022-05-14,Mango Fruit,fruit,11.95,10.62,11.12,Mother's Day
2022-05-14,product3,"phone,sport",171.13,147.8,13.63,Mother's Day
2022-05-15,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-15,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-15,product4,sport,3079.07,3079.07,0.0,nan
2022-05-15,product6,toy,108.0,108.0,0.0,nan
2022-05-15,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-15,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-15,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-16,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-16,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-16,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-16,product4,sport,3079.07,3079.07,0.0,nan
2022-05-16,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-16,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-16,product6,toy,108.0,108.0,0.0,nan
2022-05-17,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-17,product4,sport,3079.07,3079.07,0.0,nan
2022-05-17,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-17,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-17,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-17,product6,toy,108.0,108.0,0.0,nan
2022-05-17,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-18,product6,toy,108.0,108.0,0.0,nan
2022-05-18,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-18,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-18,product4,sport,3079.07,3079.07,0.0,nan
2022-05-18,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-18,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-18,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-19,product6,toy,108.0,108.0,0.0,nan
2022-05-19,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-19,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-19,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-19,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-19,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-19,product4,sport,3079.07,3079.07,0.0,nan
2022-05-20,product6,toy,108.0,108.0,0.0,nan
2022-05-20,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-20,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-20,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-20,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-20,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-20,product4,sport,3079.07,3079.07,0.0,nan
2022-05-21,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-21,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-21,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-21,product4,sport,3079.07,3079.07,0.0,nan
2022-05-21,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-21,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-21,product6,toy,108.0,108.0,0.0,nan
2022-05-22,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-22,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-22,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-22,product4,sport,3079.07,3079.07,0.0,nan
2022-05-22,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-22,product6,toy,108.0,108.0,0.0,nan
2022-05-22,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-23,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-23,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-23,product6,toy,108.0,108.0,0.0,nan
2022-05-23,product4,sport,3079.07,3079.07,0.0,nan
2022-05-23,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-23,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-23,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-24,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-24,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-24,product4,sport,3079.07,3079.07,0.0,nan
2022-05-24,product6,toy,108.0,108.0,0.0,nan
2022-05-24,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-24,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-24,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-25,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-25,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-25,product4,sport,3079.07,3079.07,0.0,nan
2022-05-25,product6,toy,108.0,108.0,0.0,nan
2022-05-25,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-25,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-25,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-26,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-26,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-26,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-26,product4,sport,3079.07,3079.07,0.0,nan
2022-05-26,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-26,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-26,product6,toy,108.0,108.0,0.0,nan
2022-05-27,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-27,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-27,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-27,product4,sport,3079.07,3079.07,0.0,nan
2022-05-27,product6,toy,108.0,108.0,0.0,nan
2022-05-27,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-27,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-28,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-28,product6,toy,108.0,108.0,0.0,nan
2022-05-28,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-28,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-28,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-28,product4,sport,3079.07,3079.07,0.0,nan
2022-05-28,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-29,product6,toy,108.0,108.0,0.0,nan
2022-05-29,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-29,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-29,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-29,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-29,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-29,product4,sport,3079.07,3079.07,0.0,nan
2022-05-30,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-30,product4,sport,3079.07,3079.07,0.0,nan
2022-05-30,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-30,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-30,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-30,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-30,product6,toy,108.0,108.0,0.0,nan
2022-05-31,Mango Fruit,fruit,11.95,11.95,0.0,nan
2022-05-31,product5,"toy,watch",7.35,7.35,0.0,nan
2022-05-31,product3,"phone,sport",171.13,171.13,0.0,nan
2022-05-31,product4,sport,3079.07,3079.07,0.0,nan
2022-05-31,product2,"watch,sport",461.17,461.17,0.0,nan
2022-05-31,Durian Fruit,fruit,24.24,24.24,0.0,nan
2022-05-31,product6,toy,108.0,108.0,0.0,nan
2022-06-01,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-01,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-01,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-01,product4,sport,3861.44,3861.44,0.0,nan
2022-06-01,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-01,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-01,product6,toy,121.58,121.58,0.0,nan
2022-06-02,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-02,product6,toy,121.58,121.58,0.0,nan
2022-06-02,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-02,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-02,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-02,product4,sport,3861.44,3861.44,0.0,nan
2022-06-02,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-03,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-03,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-03,product4,sport,3861.44,3861.44,0.0,nan
2022-06-03,product6,toy,121.58,121.58,0.0,nan
2022-06-03,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-03,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-03,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-04,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-04,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-04,product4,sport,3861.44,3861.44,0.0,nan
2022-06-04,product6,toy,121.58,121.58,0.0,nan
2022-06-04,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-04,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-04,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-05,product4,sport,3861.44,3861.44,0.0,nan
2022-06-05,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-05,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-05,product6,toy,121.58,121.58,0.0,nan
2022-06-05,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-05,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-05,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-06,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-06,product6,toy,121.58,121.58,0.0,nan
2022-06-06,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-06,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-06,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-06,product4,sport,3861.44,3861.44,0.0,nan
2022-06-06,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-07,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-07,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-07,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-07,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-07,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-07,product6,toy,121.58,121.58,0.0,nan
2022-06-07,product4,sport,3861.44,3861.44,0.0,nan
2022-06-08,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-08,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-08,product4,sport,3861.44,3861.44,0.0,nan
2022-06-08,product6,toy,121.58,121.58,0.0,nan
2022-06-08,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-08,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-08,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-09,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-09,product4,sport,3861.44,3861.44,0.0,nan
2022-06-09,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-09,product6,toy,121.58,121.58,0.0,nan
2022-06-09,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-09,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-09,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-10,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-10,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-10,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-10,product4,sport,3861.44,3861.44,0.0,nan
2022-06-10,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-10,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-10,product6,toy,121.58,121.58,0.0,nan
2022-06-11,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-11,product6,toy,121.58,121.58,0.0,nan
2022-06-11,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-11,product4,sport,3861.44,3861.44,0.0,nan
2022-06-11,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-11,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-11,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-12,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-12,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-12,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-12,product4,sport,3861.44,3861.44,0.0,nan
2022-06-12,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-12,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-12,product6,toy,121.58,121.58,0.0,nan
2022-06-13,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-13,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-13,product4,sport,3861.44,3861.44,0.0,nan
2022-06-13,product6,toy,121.58,121.58,0.0,nan
2022-06-13,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-13,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-13,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-14,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-14,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-14,product4,sport,3861.44,3861.44,0.0,nan
2022-06-14,product6,toy,121.58,121.58,0.0,nan
2022-06-14,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-14,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-14,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-15,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-15,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-15,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-15,product4,sport,3861.44,3861.44,0.0,nan
2022-06-15,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-15,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-15,product6,toy,121.58,121.58,0.0,nan
2022-06-16,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-16,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-16,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-16,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-16,product6,toy,121.58,121.58,0.0,nan
2022-06-16,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-16,product4,sport,3861.44,3861.44,0.0,nan
2022-06-17,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-17,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-17,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-17,product4,sport,3861.44,3861.44,0.0,nan
2022-06-17,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-17,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-17,product6,toy,121.58,121.58,0.0,nan
2022-06-18,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-18,product6,toy,121.58,121.58,0.0,nan
2022-06-18,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-18,product4,sport,3861.44,3861.44,0.0,nan
2022-06-18,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-18,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-18,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-19,product5,"toy,watch",8.03,6.47,19.41,Father's Day
2022-06-19,product6,toy,121.58,97.83,19.53,Father's Day
2022-06-19,product2,"watch,sport",466.11,419.18,10.07,Father's Day
2022-06-19,product4,sport,3861.44,3443.27,10.83,Father's Day
2022-06-19,Durian Fruit,fruit,28.65,23.21,18.99,Father's Day
2022-06-19,product3,"phone,sport",191.77,164.1,14.43,Father's Day
2022-06-19,Mango Fruit,fruit,12.45,10.7,14.03,Father's Day
2022-06-20,Durian Fruit,fruit,28.65,24.64,13.98,Father's Day
2022-06-20,product2,"watch,sport",466.11,418.68,10.18,Father's Day
2022-06-20,product3,"phone,sport",191.77,171.07,10.79,Father's Day
2022-06-20,product4,sport,3861.44,3138.62,18.72,Father's Day
2022-06-20,product5,"toy,watch",8.03,7.01,12.76,Father's Day
2022-06-20,Mango Fruit,fruit,12.45,10.56,15.14,Father's Day
2022-06-20,product6,toy,121.58,107.41,11.66,Father's Day
2022-06-21,product5,"toy,watch",8.03,7.07,11.95,Father's Day
2022-06-21,Mango Fruit,fruit,12.45,10.0,19.67,Father's Day
2022-06-21,product6,toy,121.58,105.42,13.29,Father's Day
2022-06-21,product4,sport,3861.44,3165.29,18.03,Father's Day
2022-06-21,product2,"watch,sport",466.11,381.12,18.23,Father's Day
2022-06-21,Durian Fruit,fruit,28.65,25.15,12.22,Father's Day
2022-06-21,product3,"phone,sport",191.77,155.68,18.82,Father's Day
2022-06-22,Durian Fruit,fruit,28.65,25.32,11.61,Father's Day
2022-06-22,product2,"watch,sport",466.11,396.17,15.0,Father's Day
2022-06-22,product3,"phone,sport",191.77,168.65,12.05,Father's Day
2022-06-22,product4,sport,3861.44,3227.43,16.42,Father's Day
2022-06-22,product5,"toy,watch",8.03,6.46,19.55,Father's Day
2022-06-22,Mango Fruit,fruit,12.45,11.13,10.63,Father's Day
2022-06-22,product6,toy,121.58,109.32,10.08,Father's Day
2022-06-23,Mango Fruit,fruit,12.45,10.53,15.43,Father's Day
2022-06-23,product5,"toy,watch",8.03,7.16,10.81,Father's Day
2022-06-23,product4,sport,3861.44,3228.64,16.39,Father's Day
2022-06-23,product6,toy,121.58,105.63,13.12,Father's Day
2022-06-23,product2,"watch,sport",466.11,389.63,16.41,Father's Day
2022-06-23,Durian Fruit,fruit,28.65,24.11,15.85,Father's Day
2022-06-23,product3,"phone,sport",191.77,162.56,15.23,Father's Day
2022-06-24,Mango Fruit,fruit,12.45,10.03,19.44,Father's Day
2022-06-24,product5,"toy,watch",8.03,6.46,19.52,Father's Day
2022-06-24,product4,sport,3861.44,3398.31,11.99,Father's Day
2022-06-24,product6,toy,121.58,98.71,18.81,Father's Day
2022-06-24,product2,"watch,sport",466.11,385.99,17.19,Father's Day
2022-06-24,Durian Fruit,fruit,28.65,24.85,13.28,Father's Day
2022-06-24,product3,"phone,sport",191.77,159.41,16.88,Father's Day
2022-06-25,Durian Fruit,fruit,28.65,25.57,10.76,Father's Day
2022-06-25,product2,"watch,sport",466.11,412.79,11.44,Father's Day
2022-06-25,product3,"phone,sport",191.77,160.03,16.55,Father's Day
2022-06-25,product4,sport,3861.44,3425.86,11.28,Father's Day
2022-06-25,product5,"toy,watch",8.03,7.13,11.21,Father's Day
2022-06-25,Mango Fruit,fruit,12.45,9.97,19.94,Father's Day
2022-06-25,product6,toy,121.58,107.02,11.97,Father's Day
2022-06-26,product6,toy,121.58,121.58,0.0,nan
2022-06-26,product4,sport,3861.44,3861.44,0.0,nan
2022-06-26,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-26,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-26,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-26,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-26,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-27,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-27,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-27,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-27,product4,sport,3861.44,3861.44,0.0,nan
2022-06-27,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-27,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-27,product6,toy,121.58,121.58,0.0,nan
2022-06-28,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-28,product6,toy,121.58,121.58,0.0,nan
2022-06-28,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-28,product4,sport,3861.44,3861.44,0.0,nan
2022-06-28,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-28,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-28,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-29,product4,sport,3861.44,3861.44,0.0,nan
2022-06-29,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-29,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-29,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-29,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-29,product6,toy,121.58,121.58,0.0,nan
2022-06-29,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-30,Durian Fruit,fruit,28.65,28.65,0.0,nan
2022-06-30,product2,"watch,sport",466.11,466.11,0.0,nan
2022-06-30,product3,"phone,sport",191.77,191.77,0.0,nan
2022-06-30,product4,sport,3861.44,3861.44,0.0,nan
2022-06-30,product5,"toy,watch",8.03,8.03,0.0,nan
2022-06-30,Mango Fruit,fruit,12.45,12.45,0.0,nan
2022-06-30,product6,toy,121.58,121.58,0.0,nan
2022-07-01,Mango Fruit,fruit,12.13,12.13,0.0,nan
2022-07-01,product6,toy,104.73,104.73,0.0,nan
2022-07-01,product5,"toy,watch",7.42,7.42,0.0,nan
2022-07-01,product4,sport,3321.27,3321.27,0.0,nan
2022-07-01,product3,"phone,sport",204.9,204.9,0.0,nan
2022-07-01,product2,"watch,sport",472.75,472.75,0.0,nan
2022-07-01,Durian Fruit,fruit,27.15,27.15,0.0,nan
2022-07-02,Durian Fruit,fruit,27.15,27.15,0.0,nan
2022-07-02,product2,"watch,sport",472.75,472.75,0.0,nan
2022-07-02,product3,"phone,sport",204.9,204.9,0.0,nan
2022-07-02,product4,sport,3321.27,3321.27,0.0,nan
2022-07-02,product5,"toy,watch",7.42,7.42,0.0,nan
2022-07-02,Mango Fruit,fruit,12.13,12.13,0.0,nan
2022-07-02,product6,toy,104.73,104.73,0.0,nan
2022-07-03,Mango Fruit,fruit,12.13,12.13,0.0,nan
2022-07-03,product5,"toy,watch",7.42,7.42,0.0,nan
2022-07-03,product4,sport,3321.27,3321.27,0.0,nan
2022-07-03,product6,toy,104.73,104.73,0.0,nan
2022-07-03,product2,"watch,sport",472.75,472.75,0.0,nan
2022-07-03,Durian Fruit,fruit,27.15,27.15,0.0,nan
2022-07-03,product3,"phone,sport",204.9,204.9,0.0,nan
2022-07-04,Mango Fruit,fruit,12.13,12.13,0.0,nan
2022-07-04,product5,"toy,watch",7.42,7.42,0.0,nan
2022-07-04,product4,sport,3321.27,3321.27,0.0,nan
2022-07-04,product6,toy,104.73,104.73,0.0,nan
2022-07-04,product2,"watch,sport",472.75,472.75,0.0,nan
2022-07-04,Durian Fruit,fruit,27.15,27.15,0.0,nan
2022-07-04,product3,"phone,sport",204.9,204.9,0.0,nan
2022-07-05,Durian Fruit,fruit,27.15,27.15,0.0,nan
2022-07-05,product2,"watch,sport",472.75,472.75,0.0,nan
